 453	3  26  25  17 
 453	6  40  39 
 456	6  18  10 
 453	6  13   6 
 462	3  22  25  24 
 465	3  23  25  29 
 468	3  36  25  37 
 471	3  30  25  31 
 474	3  33  25  40 
 477	3  20  25  32 
 480	3  13  25   6 
 483	3  34  25  27 
 486	3  12  25  19 
 489	3   9  25  10 
 492	3   8  25  16 
 495	3   9  25   8 
 498	3  12  25   9 
 501	3  34  25  12 
 504	3  13  25  34 
 507	3  20  25  13 
 510	3  33  25  20 
 513	3  30  25  33 
 516	3  36  25  30 
 519	3  23  25  36 
 522	3  22  25  23 
 525	3  26  25  22 
 528	3   5  25  26 
 531	3  11  25   5 
 534	3  18  25  11 
 537	4  39  38  25  18 
 541	4  18   2  25  11 
 545	4  11   3  25   5 
 549	4   5   4  25  26 
 553	4  26  17  25  22 
 557	4  22  24  25  23 
 561	4  23  29  25  36 
 565	4  36  37  25  30 
 569	4  30  31  25  33 
 573	4  33  40  25  20 
 577	4  20  32  25  13 
 581	4  13   6  25  34 
 585	4  34  27  25  12 
 589	4  12  19  25   9 
 593	4   9  10  25   8 
 597	3   8  25  16 
 600	4   9  10  25   8 
 604	3   9  25  10 
 607	4  12  19  25   9 
 611	3  12  25  19 
 614	4  34  27  25  12 
 618	3  34  25  27 
 621	4  13   6  25  34 
 625	3  13  25   6 
 628	4  20  32  25  13 
 632	3  20  25  32 
 635	4  33  40  25  20 
 639	3  33  25  40 
 642	4  30  31  25  33 
 646	3  30  25  31 
 649	4  36  37  25  30 
 653	3  36  25  37 
 656	4  23  29  25  36 
 660	3  23  25  29 
 663	4  22  24  25  23 
 667	3  22  25  24 
 670	4  26  17  25  22 
 674	3  26  25  17 
 677	4   5   4  25  26 
 681	3   5  25   4 
 684	4  11   3  25   5 
 688	3  11  25   3 
 691	4  18   2  25  11 
 695	3  18  25   2 
 698	4  39  38  25  18 
 702	3  18  25  11 
 705	3  11  25   5 
 708	3   5  25  26 
 711	3  26  25  22 
 714	3  22  25  23 
 717	3  23  25  36 
 720	3  36  25  30 
 723	3  30  25  33 
 726	3  33  25  20 
 729	3  20  25  13 
 732	3  13  25  34 
 735	3  34  25  12 
 738	3  12  25   9 
 741	3   9  25   8 
 741	6  13   6 
 744	3  39  25  38 
 747	3  18  25   2 
 750	3  11  25   3 
 753	3   5  25   4 
 756	3  26  25  17 
 759	3  22  25  24 
 762	3  23  25  29 
 765	3  36  25  37 
 768	3  30  25  31 
 771	3  33  25  40 
 774	3  20  25  32 
 777	3   6  25  13 
 780	3  34  25  27 
 783	3  12  25  19 
 786	3   9  25  10 
 789	3   8  25  16 
 792	3  21  15  25 
 795	2  21  15 
 795	6  18   2 
 801	3   0  21  15 
 804	1  21 
 805	3   0  21  15 
 808	3  21  15  25 
 811	3  16  25   8 
 814	3  10  25   9 
 817	3  19  25  12 
 820	3  27  25  34 
 823	3  13  25   6 
 826	3  32  25  20 
 829	3  40  25  33 
 832	3  31  25  30 
 835	3  37  25  36 
 838	3  29  25  23 
 841	3  24  25  22 
 844	3  17  25  26 
 847	3   4  25   5 
 850	3   3  25  11 
 853	3  18  25   2 
 856	3  38  25  39 
 859	3  10  25  16 
 862	3  19  25  10 
 865	3  27  25  19 
 868	3  13  25  27 
 871	3  32  25  13 
 874	3  40  25  32 
 877	3  31  25  40 
 880	3  37  25  31 
 883	3  29  25  37 
 886	3  24  25  29 
 889	3  17  25  24 
 892	3   4  25  17 
 895	3   3  25   4 
 898	3  18  25   3 
 901	4  39  38  25  18 
 905	3  18  25   2 
 908	4   2  18  25   3 
 912	3   3  25  11 
 915	4  11   3  25   4 
 919	3   4  25   5 
 922	4   5   4  25  17 
 926	3  17  25  26 
 929	4  26  17  25  24 
 933	3  24  25  22 
 936	4  22  24  25  29 
 940	3  29  25  23 
 943	4  23  29  25  37 
 947	3  37  25  36 
 950	4  36  37  25  31 
 954	3  31  25  30 
 957	4  30  31  25  40 
 961	3  40  25  33 
 964	4  33  40  25  32 
 968	3  32  25  20 
 971	4  20  32  25  13 
 975	3  13  25   6 
 978	4   6  13  25  27 
 982	3  27  25  34 
 985	4  34  27  25  19 
 989	3  19  25  12 
 992	4  12  19  25  10 
 996	3  10  25   9 
 999	4   9  10  25  16 
1003	3  16  25   8 
1006	4   9  10  25  16 
1010	4  12  19  25  10 
1014	4  34  27  25  19 
1018	4   6  13  25  27 
1022	4  20  32  25  13 
1026	4  33  40  25  32 
1030	4  30  31  25  40 
1034	4  36  37  25  31 
1038	4  23  29  25  37 
1042	4  22  24  25  29 
1046	4  26  17  25  24 
1050	4   5   4  25  17 
1054	4  11   3  25   4 
1058	4   2  18  25   3 
1062	4  39  38  25  18 
1066	3  18  25   3 
1069	3   3  25   4 
1072	3   4  25  17 
1075	3  17  25  24 
1078	3  24  25  29 
1081	3  29  25  37 
1084	3  37  25  31 
1087	3  31  25  40 
1090	3  40  25  32 
1093	3  32  25  13 
1096	3  13  25  27 
1099	3  27  25  19 
1102	3  19  25  10 
1105	3  10  25  16 
1108	3  16  25   8 
1111	3  10  25   9 
1114	3  19  25  12 
1117	3  27  25  34 
1120	3  13  25   6 
1123	3  32  25  20 
1126	3  40  25  33 
1129	3  31  25  30 
1132	3  37  25  36 
1135	3  29  25  23 
1138	3  24  25  22 
1141	3  17  25  26 
1144	3   4  25   5 
1147	3   3  25  11 
1150	3  18  25   2 
1153	3  21  15  25 
1156	2  21  15 
1156	6  18   2 
1153	6  13   6 
1162	3  21  15  25 
1165	3   8  25  16 
1168	3   9  25  10 
1171	3  12  25  19 
1174	3  34  25  27 
1177	3  13  25   6 
1180	3  20  25  32 
1183	3  33  25  40 
1186	3  30  25  31 
1189	3  36  25  37 
1192	3  23  25  29 
1195	3  22  25  24 
1198	3  26  25  17 
1201	3   5  25   4 
1204	3  11  25   3 
1207	3  18  25   2 
1210	3  39  25  38 
1213	3   9  25   8 
1216	3  12  25   9 
1219	3  34  25  12 
1222	3  13  25  34 
1225	3  20  25  13 
1228	3  33  25  20 
1231	3  30  25  33 
1234	3  36  25  30 
1237	3  23  25  36 
1240	3  22  25  23 
1243	3  26  25  22 
1246	3   5  25  26 
1249	3  11  25   5 
1252	3  18  25  11 
1255	4  39  38  25  18 
1259	3  18  25   2 
1262	4  18   2  25  11 
1266	3  11  25   3 
1269	4  11   3  25   5 
1273	3   5  25   4 
1276	4   5   4  25  26 
1280	3  26  25  17 
1283	4  26  17  25  22 
1287	3  22  25  24 
1290	4  22  24  25  23 
1294	3  23  25  29 
1297	4  23  29  25  36 
1301	3  36  25  37 
1304	4  36  37  25  30 
1308	3  30  25  31 
1311	4  30  31  25  33 
1315	3  33  25  40 
1318	4  33  40  25  20 
1322	3  20  25  32 
1325	4  20  32  25  13 
1329	3  13  25   6 
1332	4  13   6  25  34 
1336	3  34  25  27 
1339	4  34  27  25  12 
1343	3  12  25  19 
1346	4  12  19  25   9 
1350	3   9  25  10 
1353	4   9  10  25   8 
1357	3   8  25  16 
1360	4   9  10  25   8 
1364	4  12  19  25   9 
1368	4  34  27  25  12 
1372	4  13   6  25  34 
1376	4  20  32  25  13 
1380	4  33  40  25  20 
1384	4  30  31  25  33 
1388	4  36  37  25  30 
1392	4  23  29  25  36 
1396	4  22  24  25  23 
1400	4  26  17  25  22 
1404	4   5   4  25  26 
1408	4  11   3  25   5 
1412	4  18   2  25  11 
1416	4  39  38  25  18 
1420	3  18  25  11 
1423	3  11  25   5 
1426	3   5  25  26 
1429	3  26  25  22 
1432	3  22  25  23 
1435	3  23  25  36 
1438	3  36  25  30 
1441	3  30  25  33 
1444	3  33  25  20 
1447	3  20  25  13 
1450	3  13  25  34 
1453	3  34  25  12 
1456	3  12  25   9 
1459	3   9  25   8 
1462	3   8  25  16 
1465	3   9  25  10 
1468	3  12  25  19 
1471	3  34  25  27 
1474	3  13  25   6 
1477	3  20  25  32 
1480	3  33  25  40 
1483	3  30  25  31 
1486	3  36  25  37 
1489	3  23  25  29 
1492	3  22  25  24 
1495	3  26  25  17 
1498	3   5  25   4 
1501	3  11  25   3 
1504	3  18  25   2 
1507	3  21  15  25 
1510	2  21  15 
1512	3   0  21  15 
1515	1  21 
1516	2   1  21 
